Table No.19 (C),,,,,,,,
"STATEMENT ON REMITTANCE-WISE FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE DURING JUNE, 2015",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
1097,GLOBEFLEX RESEARCH INDIA PVT. LTD.,U.S.A,GLOBEFLEX CAPITAL L.P.,MUMBAI,Activities auxiliary to financial service activities n.e.c.,18.00,0.28,
1098,TATPURNAM ENTERPRISES (INDIA) PVT LTD,U.S.A,"Tatpurnam Enterprises, USA",HYDERABAD,Providing software support and maintenance to the clients,0.10,0.00,
1099,CAREER LAUNCHER EDU. INFRASTUCT &SERVICE,U.S.A,Dinesh Goel,NEW DELHI,Other educational services n.e.c.,0.25,0.00,
1100,CAREER LAUNCHER EDU. INFRASTUCT &SERVICE,U.S.A,Sujoy Bhattacharjee,NEW DELHI,Other educational services n.e.c.,0.13,0.00,
1101,CAREER LAUNCHER EDU. INFRASTUCT &SERVICE,U.S.A,Balasubramanian Krishnan,NEW DELHI,Other educational services n.e.c.,0.48,0.01,
1102,Cerana Beverages Pvt Ltd ( Earlier : Cer,U.S.A,Sameer K. Reddy,NEW DELHI,Wholesale of intoxicants like wines and liquors,0.60,0.01,
1103,Cerana Beverages Pvt Ltd ( Earlier : Cer,U.S.A,Elwood R Bernat,NEW DELHI,Wholesale of intoxicants like wines and liquors,1.20,0.02,
1104,Cerana Beverages Pvt Ltd ( Earlier : Cer,U.S.A,Jefrey B Jackson,NEW DELHI,Wholesale of intoxicants like wines and liquors,0.60,0.01,
1105,Cerana Beverages Pvt Ltd ( Earlier : Cer,U.S.A,Ronjeet Reddy,NEW DELHI,Wholesale of intoxicants like wines and liquors,0.61,0.01,
1106,CATALYST BUSINESS SOLUTIONS PVT LTD,U.S.A,Catalyst Business Parteners LLC,NEW DELHI,Computer consultancy and computer facilities management activities,11.31,0.18,
1107,SHINEROAD FOODS INDIA PVT (EAR) SHINEROA,U.S.A,Shineroad Group USA INC,NEW DELHI,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods",8.41,0.13,
1108,HCL TECHNOLOGIES LTD.,U.S.A,Rajeev Mishra,NEW DELHI,Providing software support and maintenance to the clients,0.01,0.00,
1109,HCL TECHNOLOGIES LTD.,U.S.A,Sanjay Singh,NEW DELHI,Providing software support and maintenance to the clients,0.04,0.00,
1110,HCL TECHNOLOGIES LTD.,U.S.A,Shankar Gopalakrishnan,NEW DELHI,Providing software support and maintenance to the clients,0.03,0.00,
1111,HCL TECHNOLOGIES LTD.,U.S.A,Vinod Chandran,NEW DELHI,Providing software support and maintenance to the clients,0.05,0.00,
1112,HUBOT PRIVATE LIMITED,U.S.A,"PARAS VIKRAM SHAH, PRASHAM VIKRAM SHAH",AHMEDABAD,"Manufacture of plastic in primary forms (includes amino-resins,",2.21,0.03,
1113,CAREER LAUNCHER EDU. INFRASTUCT &SERVICE,U.S.A,Manish Belsare,NEW DELHI,Other educational services n.e.c.,0.61,0.01,
1114,SARVA GOKULAM HR SOLUTIONS PVT LTD,U.S.A,Muthukumar Ramalilngam,CHENNAI,Human resources provision and management of human resources functions,0.36,0.01,
1115,MAHEE IT SERVICES INDIA PVT LTD,U.S.A,Mahee Consulting Services Inc,HYDERABAD,Providing software support and maintenance to the clients,3.96,0.06,
1116,MAKUTA EFFECTS PRIVATE LIMITED,U.S.A,"Makuta INC, USA",HYDERABAD,Services of graphic designers,5.87,0.09,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
1117,MEDIMARG WELLNESS PVT LTD,U.S.A,"Ravindra Reddy Nakkala, USA",HYDERABAD,Providing software support and maintenance to the clients,0.42,0.01,
1118,MEDIMARG WELLNESS PVT LTD,U.S.A,"Anil R Yatavelli, USA",HYDERABAD,Providing software support and maintenance to the clients,0.18,0.00,
1119,PERMIAN INVESTMENTS PVT LTD,U.S.A,Ravikumar P Vemuru,HYDERABAD,Activities of holding companies,10.00,0.16,
1120,PERMIAN INVESTMENTS PVT LTD,U.S.A,Sai P Gundlapalli,HYDERABAD,Activities of holding companies,9.20,0.14,
1121,DTK HOSPITALITY TOURS PVT LTD,U.S.A,India Hospitality Tours LLC,HYDERABAD,Provision of short term lodging facilities to members of a particular organisition such as govt. guest,14.91,0.23,
1122,QUANTILUS SYSTEMS PRIVATE LIMITED,U.S.A,Quantilus Inc.,NEW DELHI,"Manufacture of desktop computers, laptop computers, hand-held computers (e.g. PDA), mainframe computers",0.10,0.00,
1123,SOLARFLARE INDIA PVT. LTD.,U.S.A,Solarflare Communications Inc,NEW DELHI,Other information technology and computer service activities n.e.c,1.28,0.02,
1124,MOBILECOMM TECHNOLOGIES INDIA PRIVATE LI,U.S.A,MobileComm Professionals Inc.,NEW DELHI,"Repair and maintenance of measuring, testing, navigating and control equipment of group 265",37.66,0.59,
1125,STAR SOCKS PRIVATE LIMITED,U.S.A,VEERA PRASAD SETTI,CHENNAI,Manufacture of other knitted and crocheted apparel including hosiery,0.50,0.01,
1126,ROYAL IMAGES CATALOGUE COMPANY P LTD,U.S.A,ANILESH AHUJA,CHENNAI,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances,",20.68,0.32,
1127,ECOLIBRIUM ENERGY PRIVATE LIMITED,U.S.A,INTERNATIONAL FINANCE CORPORATION,BANGALORE,Manufacture of other electrical equipment,22.51,0.35,
1128,SARVA GOKULAM HR SOLUTIONS PVT LTD,U.S.A,Muthukumar Ramalingam,CHENNAI,Human resources provision and management of human resources functions,0.65,0.01,
1129,SARVA GOKULAM HR SOLUTIONS PVT LTD,U.S.A,Muthukumar Ramalingam,CHENNAI,Human resources provision and management of human resources functions,0.61,0.01,
1130,XYBION INDIA PRIVATE LIMITED,U.S.A,xybion Corporation,CHENNAI,Computer consultancy and computer facilities management activities,4.12,0.06,
1131,STAR SOCKS PRIVATE LIMITED,U.S.A,VEERA PRASAD NARISETTI,CHENNAI,Manufacture of other knitted and crocheted apparel including hosiery,2.50,0.04,
1132,IIFL WEALTH MANAGEMENT LTD,U.S.A,VENKATESH KOMMINENI,MUMBAI,Activities auxiliary to financial service activities n.e.c.,0.01,0.00,
1133,POINTMAN SOFTWATRE TECHNOLOGIES PVT LTD,U.S.A,Symantec Corporation,MUMBAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",0.00,0.00,
1134,FIRST SOURCE SOLUTIONS LTD.,U.S.A,Shailesh J Mehta,MUMBAI,Other information service activities n.e.c.,0.07,0.00,
1135,WORLD MONUMENTS FUND INDIA ASSOCIATION,U.S.A,WORLD MONUMENTS FUND INDIA ASSOCIATION,MUMBAI,Library and archives activities,0.06,0.00,
1136,TATA CLEANTECH CAPITAL LTD,U.S.A,intermatinal finance corporation,MUMBAI,"Other financial service activities, except insurance and pension funding activities, n.e.c.",156.00,2.44,
1137,TATA CLEANTECH CAPITAL LTD,U.S.A,intermatinal finance corporation,MUMBAI,"Other financial service activities, except insurance and pension funding activities, n.e.c.",448.50,7.02,
1138,PHARMAZZ INDIA PRIVATE LIMITED,U.S.A,Pharmazz Inc.,NEW DELHI,Research and experimental development on natural sciences and engineering,1.71,0.03,
1139,CAREER LAUNCHER EDU. INFRASTUCT &SERVICE,U.S.A,Aashish Talwar,NEW DELHI,Other educational services n.e.c.,0.13,0.00,
1140,HOUSE OF MALAVAR PRODUCTS PVT LTD,U.S.A,TEJAL A RAMNATHKAR,MUMBAI,"Wholesale of toiletry, perfumery and cosmetics",0.63,0.01,
1141,UNIPHORE SOFTWARE SYSTEMS PRIVATE LIMITE,U.S.A,RAYMOND S STATA,CHENNAI,Data processing activities including report writing,9.90,0.16,
1142,CSSI GLOBAL TECHNOLOGIES PVT LTD,U.S.A,CSSI HOLDINS INC,BANGALORE,Other information technology and computer service activities n.e.c,0.91,0.01,
1143,SCIENCEADDA LEARNING INNOVATIONS PRIVATE,U.S.A,ARAVINDAN SIVANESAN,BANGALORE,Other educational services n.e.c.,2.03,0.03,
1144,MICRO INSURANCE SERVICES PVT LTD,U.S.A,Opportunity International,CHENNAI,Other business support service activities n.e.c.,6.78,0.11,
1145,PENSKE SUPPLY CHAIN SOLUTIONS INDIA PRIV,U.S.A,Penske Logistics LLC,CHENNAI,Management consultancy activities,30.42,0.48,
1146,PENSKE SUPPLY CHAIN SOLUTIONS INDIA PRIV,U.S.A,Penske Truck Leasing Co LP,CHENNAI,Management consultancy activities,0.00,0.00,
1147,SARVA GOKULAM HR SOLUTIONS PVT LTD,U.S.A,Muthukumar Ramalingam,CHENNAI,Human resources provision and management of human resources functions,0.92,0.01,
1148,SARVA GOKULAM HR SOLUTIONS PVT LTD,U.S.A,Muthukumar Ramalingam,CHENNAI,Human resources provision and management of human resources functions,0.28,0.00,
1149,ECOLIBRIUM ENERGY,U.S.A,INTERNATIONAL FINANCE,BANGALORE,Manufacture of other electrical equipment,7.50,0.12,
,,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,PRIVATE LIMITED,,CORPORATION(WORLDB,,,,,
1150,ECOLIBRIUM ENERGY PRIVATE LIMITED,U.S.A,INTERNATIONAL FINANCE CORPORATON,BANGALORE,Manufacture of other electrical equipment,0.04,0.00,
1151,ECOLIBRIUM ENERGY PRIVATE LIMITED,U.S.A,INTERNATIONAL FINANCE CORPORATION (ACTIN,BANGALORE,Manufacture of other electrical equipment,0.01,0.00,
1152,REZNEXT GLOBAL SOLUTIONS PRIVATE LIMITED,U.S.A,MICHAEL HOWARD KISTNER,BANGALORE,Other information technology and computer service activities n.e.c,1.50,0.02,
1153,MY RAIN IRRIGATION PRIVATE LTD,U.S.A,MY RAIN LLC,CHENNAI,Manufacture of other agricultural and forestry machinery n.e.c.,0.89,0.01,
1154,PERMIAN INVESTMENTS PVT LTD,U.S.A,Ravikumar P Vemuru,HYDERABAD,Activities of holding companies,18.43,0.29,
1155,PERMIAN INVESTMENTS PVT LTD,U.S.A,Sreehari Patibandla,HYDERABAD,Activities of holding companies,1.20,0.02,
1156,UNIPHORE SOFTWARE SYSTEMS PRIVATE LIMITE,U.S.A,RAJAN ANANDAN,CHENNAI,Data processing activities including report writing,0.19,0.00,
1157,AMI FOOD SERVICES EQUIPMENT SOLUTIONSPV,U.S.A,Victor McGrady,HYDERABAD,"Manufacture of domestic non-electric cooking and heating equipment such as non- electric space heaters,",2.84,0.04,
1158,PERMIAN INVESTMENTS PVT LTD,U.S.A,Ravikumar P Vemuru,HYDERABAD,Activities of holding companies,7.50,0.12,
1159,PERMIAN INVESTMENTS PVT LTD,U.S.A,Sai P Gundlapalli,HYDERABAD,Activities of holding companies,3.70,0.06,
1160,PERMIAN INVESTMENTS PVT LTD,U.S.A,Sreehari Patibandla,HYDERABAD,Activities of holding companies,3.71,0.06,
1161,PERMIAN INVESTMENTS PVT LTD,U.S.A,Pillarisetty G Raja,HYDERABAD,Activities of holding companies,15.55,0.24,
1162,PERMIAN INVESTMENTS PVT LTD,U.S.A,Shylesh Ganta,HYDERABAD,Activities of holding companies,3.10,0.05,
1163,PERMIAN INVESTMENTS PVT LTD,U.S.A,Srinivas P Kadiyala,HYDERABAD,Activities of holding companies,3.71,0.06,
1164,PERMIAN INVESTMENTS PVT LTD,U.S.A,Ashit Singh,HYDERABAD,Activities of holding companies,3.01,0.05,
1165,PERMIAN INVESTMENTS PVT LTD,U.S.A,Shylesh Ganta,HYDERABAD,Activities of holding companies,3.01,0.05,
1166,PERMIAN INVESTMENTS PVT LTD,U.S.A,Srinivas P Kadiyala,HYDERABAD,Activities of holding companies,3.01,0.05,
1167,PERMIAN INVESTMENTS PVT LTD,U.S.A,Trupti Patel,HYDERABAD,Activities of holding companies,3.01,0.05,
1168,PERMIAN INVESTMENTS PVT LTD,U.S.A,Sai P Gundlapalli,HYDERABAD,Activities of holding companies,2.98,0.05,
1169,PERMIAN INVESTMENTS PVT LTD,U.S.A,Ravikumar P Vemuru,HYDERABAD,Activities of holding companies,3.80,0.06,
1170,ADANI ENTERPRISES LIMITED,U.S.A,VALIANT MAURITIUS PARTNERS OFFSHORE LTD,AHMEDABAD,Other non-specialised wholesale trade n.e.c.,264.37,4.14,
1171,ADANI ENTERPRISES LIMITED,U.S.A,VALIANT MAURITIUS PARTNERS LTD.,AHMEDABAD,Other non-specialised wholesale trade n.e.c.,484.22,7.58,
1172,OZTERN TECHNOLOGY PVT. LTD.,U.S.A,HARISH CHANDRAN MENON,KOCHI,Other information technology and computer service activities n.e.c,0.50,0.01,
1173,OZTERN TECHNOLOGY PVT. LTD.,U.S.A,STEPHEN REDWOOD,KOCHI,Other information technology and computer service activities n.e.c,1.33,0.02,
1174,TAX TECH INDIA PVT LTD,U.S.A,"TAX TECHNOLOGIES , INC.",AHMEDABAD,Providing software support and maintenance to the clients,18.46,0.29,
1175,CZG TECHNOLOGIES INDIA PRIVATE LIMITED,U.S.A,CZG TECHNOLOGIES LLC,BANGALORE,Other information technology and computer service activities n.e.c,0.10,0.00,
1176,SIMERO VITRIFIED PVT LTD,U.S.A,BHARAT G. ADROJA,AHMEDABAD,Manufacture of ceramic products n.e.c.,12.42,0.19,
1177,LYBRATE INDIA PRIVATE LIMITED,U.S.A,Lybrate Inc.,NEW DELHI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",1.00,0.02,
1178,LYBRATE INDIA PRIVATE LIMITED,U.S.A,Lybrate Inc.,NEW DELHI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",10.00,0.16,
1179,LENDINGKART TECHNOLOGIES PRIVATE LIMITED,U.S.A,SAAMA CAPITAL US ADVISORS,AHMEDABAD,Other information technology and computer service activities n.e.c,0.02,0.00,
1180,ATLANTIS DEVELOPMENT CORPORATION PVT. LT,U.S.A,JHM HOTELS LLC,AHMEDABAD,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",55.88,0.88,
1181,ELMA ELECTRONIC PRIVATE LIMITED,U.S.A,ELMA ELECTRONIC INC,BANGALORE,Architectural and engineering activities and related technical consultancy,0.00,0.00,
1182,OZTERN TECHNOLOGY PVT.,U.S.A,GEORGE JOHN,KOCHI,Other information technology and computer,0.24,0.00,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,LTD.,,,,service activities n.e.c,,,
1183,TAMUL PLATES MARKETING PRIVATE LIMITED,U.S.A,Upaya Social Ventures,NEW DELHI,"Manufacture of articles made of palm leaf, dhak leaf, screw-pine leaf and khajoor leaf;
articles of vegetables",0.00,0.00,
1184,PENGALA LEARNING PRIVATE LIMITED,U.S.A,POOLINGER FAMILY LP,BANGALORE,Other information technology and computer service activities n.e.c,4.67,0.07,
1185,MOVVA SPORTS PRIVATE LIMITED,U.S.A,Venkatesh Movva,HYDERABAD,Other sports activities,0.91,0.01,
1186,TAMUL PLATES MARKETING PRIVATE LIMITED,U.S.A,Upaya Social Ventures,NEW DELHI,"Manufacture of articles made of palm leaf, dhak leaf, screw-pine leaf and khajoor leaf; articles of vegetables",1.40,0.02,
1187,YONYX INFOMEDIA PRIVATE LIMITED,U.S.A,Yonyx Inc.,NEW DELHI,Providing software support and maintenance to the clients,4.20,0.07,
1188,MOBILECOMM TECHNOLOGIES INDIA PRIVATE LI,U.S.A,MobileComm Professionals Inc,NEW DELHI,"Repair and maintenance of measuring, testing, navigating and control equipment of group 265",0.01,0.00,
1189,MOBILECOMM TECHNOLOGIES INDIA PRIVATE LI,U.S.A,Gurmeet Singh Likhari (NOMINEE OF MOBILE,NEW DELHI,"Repair and maintenance of measuring, testing, navigating and control equipment of group 265",0.00,0.00,
1190,MOBILECOMM TECHNOLOGIES INDIA PRIVATE LI,U.S.A,MobileComm Professionals Inc.,NEW DELHI,"Repair and maintenance of measuring, testing, navigating and control equipment of group 265",0.09,0.00,
1191,CAREER LAUNCHER EDU. INFRASTUCT &SERVICE,U.S.A,Girish Sheshadri,NEW DELHI,Other educational services n.e.c.,0.75,0.01,
1192,HIMALAYAN EXPERIENCES PVT LTD,U.S.A,Janak S Marolia,NEW DELHI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",0.02,0.00,
1193,HIMALAYAN EXPERIENCES PVT LTD,U.S.A,Mahesh S.Marolia,NEW DELHI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",0.02,0.00,
1194,HIMALAYAN EXPERIENCES PVT LTD,U.S.A,Kalpesh V.Desai,NEW DELHI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes
accommodation in house",0.02,0.00,
1195,HIMALAYAN EXPERIENCES PVT LTD,U.S.A,Mahesh S.Marolia,NEW DELHI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",3.99,0.06,
1196,HIMALAYAN EXPERIENCES PVT LTD,U.S.A,Kalpesh V.Desai,NEW DELHI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",3.99,0.06,
1197,HIMALAYAN EXPERIENCES PVT LTD,U.S.A,Janak S.Marolia,NEW DELHI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",3.94,0.06,
1198,WASTE VENTURES INDIA PRIVATE LIMITED,U.S.A,Waste Capital Partners INC,NEW DELHI,Collection of non-hazardous waste,1.23,0.02,
1199,CHEMTURA CHEMICALS I P LTD,U.S.A,Chemtura Corporation,MUMBAI,"Manufacture of insecticides, rodenticides, fungicides, herbicides",150.03,2.35,
1200,PERMIAN INVESTMENTS PVT LTD,U.S.A,srihari Patibandla,HYDERABAD,Activities of holding companies,9.21,0.14,
1201,PERMIAN INVESTMENTS PVT LTD,U.S.A,Swapna G Patel,HYDERABAD,Activities of holding companies,9.23,0.14,
1202,PERMIAN INVESTMENTS PVT LTD,U.S.A,Suresh Prasad,HYDERABAD,Activities of holding companies,9.21,0.14,
1203,BOYALLAS MARKETING SOLUTIONS PVT LTD,U.S.A,Sreenivasulu Naidu Gali,HYDERABAD,Market research and public opinion polling,0.78,0.01,
1204,PENA4 TECH SOLUTIONOS INDIA PVT LTD,U.S.A,"Manuel Pena, USA",HYDERABAD,Data processing activities including report writing,4.97,0.08,
1205,PENA4 TECH SOLUTIONOS INDIA PVT LTD,U.S.A,"Manuel Pena, USA",HYDERABAD,Data processing activities including report writing,4.83,0.08,
1206,BOYALLAS MARKETING SOLUTIONS PVT LTD,U.S.A,Jithendra Gudapati,HYDERABAD,Market research and public opinion polling,0.41,0.01,
1207,AIRIS PHARMA PVT LTD,U.S.A,Kishore Kumar Ganji,HYDERABAD,"Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics, endocrine pharmaceuticals: antibiotics, endocrine",2.00,0.03,
1208,MICRO INSURANCE SERVICES PVT LTD,U.S.A,Opportunity International,CHENNAI,Other business support service activities n.e.c.,9.90,0.16,
1209,MICRO INSURANCE SERVICES PVT LTD,U.S.A,MicroEnsure LLC,CHENNAI,Other business support service activities n.e.c.,14.10,0.22,
1210,MICRO INSURANCE SERVICES PVT LTD,U.S.A,MicroEnsure LLC,CHENNAI,Other business support service activities n.e.c.,6.88,0.11,
1211,MICRO INSURANCE SERVICES PVT LTD,U.S.A,MicroEnsure LLC,CHENNAI,Other business support service activities n.e.c.,1.33,0.02,
1212,MICRO INSURANCE,U.S.A,MicroEnsure LLC,CHENNAI,Other business support service activities,10.41,0.16,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,SERVICES PVT LTD,,,,n.e.c.,,,
1213,MICRO INSURANCE SERVICES PVT LTD,U.S.A,Micro Ensure LLC,CHENNAI,Other business support service activities n.e.c.,7.53,0.12,
1214,MICRO INSURANCE SERVICES PVT LTD,U.S.A,MicroEnsure LLC,CHENNAI,Other business support service activities n.e.c.,6.22,0.10,
1215,TRACKPOINT GPS PVT LTD,U.S.A,matchpoint gps,MUMBAI,"Manufacture of radar equipment, GPS devices, search, detection, navigation, aeronautical and nautical",4.78,0.07,
1216,TRACKPOINT GPS PVT LTD,U.S.A,amar amin,MUMBAI,"Manufacture of radar equipment, GPS devices, search, detection, navigation, aeronautical and nautical",0.05,0.00,
1217,INFORMATION SECURITY MEDIA GROUP INDIA P,U.S.A,INFORMATION SECURITY MEDIA GROUP CORPORA,MUMBAI,Other publishing activities (including on-line) n.e.c.,0.99,0.02,
1218,OZTERN TECHNOLOGY PVT. LTD.,U.S.A,PADMAKUMAR NAIR & JALAJA NAIR,KOCHI,Other information technology and computer service activities n.e.c,0.20,0.00,
1219,POINTMAN SOFTWATRE TECHNOLOGIES PVT LTD,U.S.A,"Altiris Inc,",MUMBAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",0.10,0.00,
1220,CELTIC SYSTEMS PRIVATE LIMITED,U.S.A,JOSEPH GERALD MCCORMICK,AHMEDABAD,"Other data processing, hosting and related activities n.e.c.",1.46,0.02,
1221,SERNABATIM RESORTS & HOTELS PVT. LTD.,U.S.A,ANTHONY  CARVALHO,PANAJI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",0.31,0.00,
1222,SERNABATIM RESORTS & HOTELS PVT. LTD.,U.S.A,KEVIN COLACO,PANAJI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",0.62,0.01,
1223,NANDADEVI OUTDOOR LEADERSHIP SCHOOL INDI,U.S.A,National Outdoor Leadership School,NEW DELHI,Technical and vocational education below the level of higher education except for handicapped,0.52,0.01,
1224,MACH1 GLOBAL SUPPLY CHAIN SERVICES INDIA,U.S.A,MACH 1 GLOBAL SERVICES INC,BANGALORE,Cargo handling incidental to water transport,1.02,0.02,
1225,PENGALA LEARNING PRIVATE LIMITED,U.S.A,PRADEEP SINGH AND SAJNIK SINGH,BANGALORE,Other information technology and computer service activities n.e.c,9.34,0.15,
1226,XIMA ENTERPRISES PVT LTD,U.S.A,Sanjay Govil,NEW DELHI,Real estate activities with own or leased property,15.19,0.24,
1227,BMV AQUACULTURE PVT. LTD,U.S.A,BMV AQUACULTURE LLC,PATNA,Operation of fish hatcheries (fresh-water),20.42,0.32,
1228,GUJARAT NIPPON ENTERPRISES P LIMITED,U.S.A,SPICA BUSINESS CORPORATION,AHMEDABAD,Manufacture of other plastics products n.e.c.,4.30,0.07,
1229,SABRAS PROCESSING AND MARKETING PVT. LTD,U.S.A,THE COMMUNITY FOUNDATION OF UTAH-WOOLLEY,AHMEDABAD,"Salt mining, quarrying, screening etc.",0.62,0.01,
